Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Talk Is Cheap	Talk Is Cheap	100	Nick Murphy / Chet Faker	5UB6Upgi1V93vDd5IYpzUQ	220344	False	37	0.664	0.76	0	-4.4	0	0.258	0.239	2.32e-06	0.605	0.12	139.999	4
High - Original Mix	High	99	Peking Duk, Nicole Millar	48ByhmhBjgyWIRzdHDuQMD	228000	False	9	0.524	0.798	0	-4.092	0	0.0491	0.00127	0.00134	0.357	0.347	100.1	4
Cosby Sweater	Walking Under Stars	98	Hilltop Hoods	0o4ymDquSJdsx1CwXyRSow	217720	True	9	0.796	0.81	3	-7.991	1	0.0429	0.621	3.67e-06	0.816	0.0873	125.256	4
Stolen Dance - Radio Edit	Stolen Dance	97	Milky Chance	3RdQJr8jPhZOT5VmyJh6rn	204373	False	27	0.876	0.626	11	-7.928	1	0.0463	0.323	9.38e-06	0.754	0.102	114.003	4
Take Me Over	Take Me Over	96	Peking Duk, SAFIA	2SrvRFcgZfIhoRBkdDtUfv	208121	False	55	0.494	0.802	6	-3.217	0	0.0492	0.00985	0	0.395	0.114	97.016	4
Uptown Funk	Uptown Funk	95	Mark Ronson, Bruno Mars	4rmPQGwcLQjCoFq5NrTA0D	270626	False	35	0.853	0.681	0	-5.003	1	0.0888	0.00966	5.71e-05	0.93	0.0233	115.004	4
Gold	Built On Glass	94	Nick Murphy / Chet Faker	5Xdm7q8wd3g7B48Apnzjyd	285255	False	51	0.502	0.507	1	-9.296	1	0.0707	0.397	0.000744	0.21	0.151	139.931	4
1998	Built On Glass	93	Nick Murphy / Chet Faker	6M4ASXIFNByvW4Fwz84bTN	365382	False	44	0.785	0.382	1	-13.033	1	0.0764	0.348	0.344	0.508	0.0882	99.983	4
Chandelier	1000 Forms of Fear	92	Sia	2i8EtsynIudUUaLPUkO6rJ	216120	False	57	0.286	0.784	1	-2.873	1	0.0749	0.0163	6.48e-05	0.618	0.0713	173.793	4
King And Cross	In The Silence	91	Ásgeir	15JwrZNa3W8WChqDuQevJy	212679	False	13	0.705	0.473	1	-11.151	0	0.028	0.277	0.0037	0.425	0.107	100.005	3
Faded	Faded	90	ZHU	5YJZJDjUMv4XCq0KR46YPC	223484	False	2	0.866	0.476	9	-7.195	0	0.0487	0.00875	0.117	0.593	0.123	124.989	4
Gooey	Gooey	89	Glass Animals	1rvwsCXRTiERpyTwzDBawG	289306	False	1	0.49	0.381	11	-13.422	0	0.0448	0.74	2.54e-05	0.0794	0.0922	183.043	4
Mess Is Mine	Mess Is Mine	88	Vance Joy	6Ao32SBAlgb7SFS3e751NI	223935	False	33	0.595	0.719	7	-8.222	1	0.0348	0.0519	0.0546	0.289	0.114	108.048	1
Every Other Freckle	Every Other Freckle	87	alt-J	01PdqaCvij7ryXod6nbtyQ	216000	False	31	0.543	0.707	2	-7.636	1	0.07	0.614	0.0414	0.515	0.118	143.915	4
Arcadia	Arcadia	86	The Kite String Tangle	3o8EajNtKTFDnoJIYLiY6w	213936	False	42	0.574	0.547	0	-8.134	1	0.0435	0.607	2.09e-06	0.236	0.0762	118.14	4
Left Hand Free	Left Hand Free	85	alt-J	6cfOqW6W57xQPzq4j2vuHd	173626	False	34	0.697	0.877	3	-4.465	1	0.0462	0.462	0.00943	0.802	0.083	101.99	4
Tightrope	Cinematic	84	Illy	69kz02an0zTBl2NQdshqnB	292466	True	53	0.821	0.586	2	-6.284	0	0.0515	0.329	3.3e-06	0.43	0.264	116.0	4
Yellow Flicker Beat - From The Hunger Games: Mockingjay Part 1	Yellow Flicker Beat (From The Hunger Games: Mockingjay Part 1)	83	Lorde	0GZoB8h0kqXn7XFm4Sj06k	232506	False	8	0.586	0.626	1	-8.448	1	0.0356	0.0874	0.00038	0.0519	0.113	94.965	4
She Only Loves Me When I'm There	She Only Loves Me When I'm There	82	Ball Park Music	3FKU3NGWvW62dzxm9ThfF8	225800	False	31	0.565	0.692	4	-5.467	1	0.0561	0.0216	2.75e-06	0.154	0.11	121.978	4
Gold Snafu	Gold Snafu - Single	81	Sticky Fingers	5XXMiA57Qu5mY115S1tdRZ	217636	True	44	0.639	0.842	0	-6.342	1	0.0301	0.00218	0.000155	0.812	0.0985	101.996	4
Pittsburgh - No Intro	Pittsburgh	80	The Amity Affliction	2eDjwnjzODPYouW3en1eTw	239127	True	33	0.386	0.943	5	-3.033	0	0.185	0.000133	0	0.402	0.0928	148.008	4
Seasons (Waiting On You)	Singles	79	Future Islands	41X9To0bQ4fpoSRri4NHiI	226440	False	62	0.498	0.721	10	-5.232	1	0.0282	0.136	0.7	0.589	0.0933	140.027	4
Roll Up Your Sleeves	Roll Up Your Sleeves	78	Meg Mac	7lniO0YPPSBlpC9cLP1KuG	185059	False	4	0.597	0.526	7	-6.825	1	0.0286	0.426	0.0393	0.396	0.116	79.015	4
I'll Go Crazy	I'll Go Crazy	77	Bluejuice	5CE9kpoCw1mw0biYJEGb9k	184799	True	23	0.421	0.88	4	-3.229	1	0.0846	0.000155	0	0.66	0.413	178.069	4
