Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Take Me Out	Franz Ferdinand	100	Franz Ferdinand	7kw6yVmdZGuRcWGi4adXYT	239026	False	7	0.273	0.665	9	-8.795	1	0.0382	0.000458	0.000893	0.514	0.117	104.656	4
Scar	The Sound of White	99	Missy Higgins	27qrSIhtCLUaKa3mAdGJPE	216200	False	0	0.653	0.803	0	-5.674	1	0.0533	0.355	0	0.808	0.291	91.911	4
From The Sea	From The Sea	98	Eskimo Joe	74Hy0E0huf9VS853otOC0m	203146	False	0	0.582	0.939	8	-3.305	0	0.0342	0.0628	4.49e-05	0.273	0.0855	130.023	4
Somebody Told Me	Hot Fuss	97	The Killers	1lDWb6b6ieDQ2xT7ewTC3G	197160	False	8	0.51	0.981	10	-3.191	0	0.0901	7.76e-05	0.00142	0.723	0.111	138.039	4
Black Betty - Edit	Tonight Alright	96	Spiderbait	2Q6bndA2CeuoWUnErmWmmA	205973	False	5	0.562	0.865	7	-6.476	0	0.0922	2.06e-05	0.591	0.35	0.219	124.047	4
Ten Days	The Sound Of White (Deluxe)	95	Missy Higgins	14lVbqA42Q0Z6w9B0wDbJj	224815	False	0	0.516	0.592	5	-6.843	1	0.0327	0.46	0	0.342	0.129	83.613	4
Something's Gotta Give (B-side)	Live At St. Gallen (Online Release)	94	John Butler Trio	5wkUdWLpdHYm0O0rJ9hamw	203800	False	0	0.47	0.875	2	-6.015	1	0.105	0.228	2.16e-06	0.794	0.714	176.878	4
Beautiful to Me	Bigbiglove	93	Little Birdy	2omUHcenJCr58m876oROSx	209693	False	0	0.561	0.695	0	-3.771	1	0.0283	0.000283	3.34e-05	0.541	0.0553	115.906	4
Bless My Soul	Fingerprints - The Best of Powderfinger 1994-2000	92	Powderfinger	1ru7HnyTXzFsY2rq7H2jzt	246320	False	0	0.135	0.968	8	-3.811	1	0.147	4.82e-05	1.5e-05	0.275	0.284	215.537	4
Jolene (Live)	Under Great White Northern Lights	91	The White Stripes	2KWgKzzwFrPPZYkLNJy6qF	235213	False	45	0.273	0.76	0	-6.696	1	0.18	0.622	0	0.189	0.456	86.679	4
Float On	Good News For People Who Love Bad News	90	Modest Mouse	2lwwrWVKdf3LR9lbbhnr6R	208466	False	71	0.649	0.888	6	-4.807	1	0.0293	0.013	2.23e-06	0.553	0.0888	100.975	4
