Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Thrift Shop (feat. Wanz)	Thrift Shop (feat. Wanz)	100	Macklemore & Ryan Lewis, Wanz	1CmUZGtH29Kx36C1Hleqlz	235613	True	67	0.781	0.526	6	-6.985	0	0.293	0.0619	0	0.662	0.0457	94.992	4
Little Talks	My Head Is An Animal	99	Of Monsters and Men	2ihCaVdNZmnHZWt0fvAM7B	266600	False	74	0.446	0.757	1	-5.177	1	0.0322	0.0206	0	0.421	0.146	102.88	4
Breezeblocks	An Awesome Wave	98	alt-J	2SAfwYPXsqAolJYlDNiMrM	227080	False	55	0.609	0.642	5	-7.337	1	0.0341	0.11	0.000986	0.296	0.172	150.087	4
Holdin On	Flume	97	Flume	1CRFWfZEfLCs7pYDlXFYMJ	154414	False	56	0.43	0.436	8	-4.816	1	0.119	0.17	0	0.217	0.128	90.053	4
I Will Wait	Babel (Deluxe Edition)	96	Mumford & Sons	3kyxRga5wDGbKdmxXssbps	276720	False	8	0.485	0.735	1	-5.929	1	0.0334	0.01	0.00794	0.456	0.213	131.234	4
Get Free	Get Free	95	Major Lazer, Amber of Dirty Projectors	5nJUnboMKBuJi2IOZgNKtU	289694	False	5	0.52	0.554	11	-9.39	0	0.0821	0.119	0.174	0.766	0.125	176.042	4
Elephant	Lonerism	94	Tame Impala	6HqWcIutC3Bwk6awM1jnGP	211226	False	12	0.594	0.555	9	-6.689	0	0.0377	0.541	0.151	0.52	0.286	123.069	4
Lost	channel ORANGE (Explicit Version)	93	Frank Ocean	4L7jMAP8UcIe309yQmkdcO	234093	True	67	0.914	0.605	10	-4.91	0	0.222	0.0251	0.00029	0.489	0.169	123.072	4
Feels Like We Only Go Backwards	Lonerism	92	Tame Impala	0PL58OnFfBcKmN3O7Jxs2g	192960	False	2	0.303	0.9	2	-2.352	0	0.0574	0.0277	0.635	0.491	0.11	149.508	4
My Gun	My Gun	91	The Rubens	0y6tdfaDMn0bBbDz3vwkXH	190060	False	31	0.666	0.881	5	-3.587	0	0.0311	0.00331	0.00153	0.65	0.0831	100.01	4
Sleepless (feat. Jezzabell Doran)	Sleepless	90	Flume, Jezzabell Doran	6Z8bioXvIuFrikgtbRYgKE	208493	False	0	0.449	0.63	9	-9.236	0	0.304	0.0189	7.98e-05	0.495	0.103	174.966	4
Gold on the Ceiling	Gold On The Ceiling	89	The Black Keys	46iI0binWzpkEJgIWTYUBR	224333	False	48	0.505	0.833	0	-4.632	1	0.0475	0.00772	7.9e-05	0.565	0.069	130.121	4
I Love It (feat. Charli XCX) - Original Version	I Love It	88	Icona Pop, Charli XCX	3VZQshi4COChhXaz7cLP02	155337	True	67	0.714	0.905	8	-2.663	1	0.0289	0.00855	2.55e-05	0.838	0.146	125.927	4
Same Love - feat. Mary Lambert	The Heist	87	Macklemore & Ryan Lewis, Mary Lambert	01uqI4H13Gsd8Lyl1EYd8H	318525	False	67	0.688	0.473	8	-9.059	1	0.167	0.716	4.46e-05	0.299	0.104	84.958	4
Not Giving In - feat. John Newman & Alex Clare [Radio Edit]	Not Giving In (feat. John Newman & Alex Clare)	86	Rudimental	0zvCZhAvC0BYi38NS8fnHv	217214	False	0	0.43	0.731	7	-6.429	1	0.0948	0.0347	0.000842	0.185	0.112	159.011	4
Clair de Lune	Clair de Lune	85	Flight Facilities	6kRpIeKQfrUHjL2HzaSIS3	462288	False	1	0.657	0.35	6	-13.573	1	0.0281	0.811	0.778	0.0815	0.0878	115.0	4
HyperParadise - Flume Remix	Parallel Paradise	84	Hermitude, Flume	4WbNyQy4wVdfopMrApBWQA	268302	False	54	0.603	0.827	6	-7.372	1	0.0714	0.0453	0.619	0.311	0.0833	144.992	4
Angels	Angels	83	The xx	0s81xsu7KqFnKI73pCNqp9	171613	False	39	0.342	0.159	9	-18.127	1	0.0477	0.957	0.114	0.314	0.101	91.963	4
Feel the Love (feat. John Newman)	Feel The Love (feat. John Newman)	82	Rudimental, John Newman	0nypsuS2jtogLaJDcRQ4Ya	245186	False	51	0.389	0.706	1	-6.849	1	0.0593	0.0026	0.000182	0.238	0.686	179.911	4
Latch	Latch	81	Disclosure, Sam Smith	4RyGsBm5tO6hh8PMEAHM8j	256940	False	0	0.75	0.711	1	-6.536	1	0.0906	0.00855	0.000364	0.553	0.0707	122.01	4
Trembling Hands	The Temper Trap	80	The Temper Trap	3cgGJxGri9IBNXvTKaYchA	279840	False	3	0.445	0.6	0	-5.437	1	0.0288	0.0544	0.000453	0.0533	0.11	135.284	4
Coming Down	Museum	79	Ball Park Music	5Fsd38rrpRICj9a09F5mV1	214413	True	0	0.48	0.501	10	-10.437	1	0.0321	0.648	0.00168	0.33	0.101	104.708	4
I'm Into You	Thinking In Textures	78	Nick Murphy / Chet Faker	379ZTBDhoClT7SVNjbDet2	263693	False	4	0.545	0.681	2	-6.957	0	0.462	0.667	2.9e-06	0.507	0.257	169.304	4
Bangarang (feat. Sirah)	Bangarang EP	77	Skrillex, Sirah	6VRhkROS2SZHGlp0pxndbJ	215253	True	70	0.716	0.972	7	-2.302	1	0.196	0.0145	3.22e-05	0.576	0.317	110.026	4
Dear Science	This Was Tomorrow	76	Seth Sentry	6DzUJZ7ykuElQXHDsxz6Wb	251920	True	45	0.563	0.695	7	-6.607	1	0.347	0.00599	0	0.474	0.164	94.872	4
Surrender	Surrender	75	Ball Park Music	0uJD93UPrXCBNeEZDdQW8B	172457	False	8	0.445	0.705	1	-6.256	1	0.0544	0.00241	2.27e-05	0.453	0.12	147.753	4
Default	Default	74	Django Django	45u89A07YEku6NRlwyvkLJ	187480	False	3	0.745	0.876	5	-5.655	0	0.0285	0.0057	1.09e-06	0.931	0.147	115.978	4
Cherry Lips	Cherry Lips	73	Loon Lake	6BxCZm0z2ZHmRMqOAyyzmm	185740	False	0	0.863	0.508	2	-6.143	1	0.0508	0.00571	0	0.358	0.215	98.963	4
Laura	Laura	72	Bat For Lashes	1pFkMEeCMtZuuId6AUhMK6	267053	False	35	0.404	0.158	7	-10.265	1	0.0366	0.917	0	0.0656	0.092	96.666	4
Gasoline	Gasoline	71	Alpine	2xXaSJNH5LfCXz5FHhnoSg	201820	False	31	0.62	0.622	10	-3.711	1	0.0276	0.0828	0	0.802	0.335	85.997	4
Spectrum (Say My Name) - Calvin Harris Remix	Spectrum (Say My Name) EP	70	Florence + The Machine, Calvin Harris	1ztbs9oxLOfYcDr5xL8loQ	218190	False	13	0.583	0.942	11	-3.827	0	0.0473	0.0022	0.00325	0.607	0.0912	126.136	4
Can’t Get Better Than This - Radio edit	Can’t Get Better Than This	69	Parachute Youth	351Nu3ss2PCrgm7a3jTMh9	213750	False	30	0.649	0.821	9	-6.189	0	0.281	0.542	1.52e-05	0.312	0.0943	128.092	4
Born To Die	Born To Die – The Paradise Edition	68	Lana Del Rey	2WoNoOiMNIwb4eDGvSsYAS	285400	False	9	0.281	0.641	4	-6.526	0	0.0441	0.226	7.32e-05	0.39	0.179	171.531	4
Run Alone	Falling & Flying	67	360	31Y75sGePu69Qzkez9W6WP	273093	False	39	0.663	0.548	1	-9.785	0	0.0809	0.0124	0	0.542	0.134	114.529	4
Paddling Out	Happy To You	66	Miike Snow	2egGsu9X7zdNJxU9Kftq6l	217960	False	47	0.597	0.812	10	-3.485	0	0.0386	0.0114	0.00273	0.464	0.285	128.182	4
Sun	Sun	65	Two Door Cinema Club	6McvGexQzo6PPih2e7XVXO	187720	False	0	0.652	0.539	4	-5.332	0	0.0292	0.0149	0.000271	0.658	0.0962	96.969	4
Oblivion	Visions	64	Grimes	4P6n0udLAnmCNXVcobYbsK	251266	False	54	0.697	0.529	2	-8.838	1	0.0338	0.115	0.901	0.486	0.0895	155.974	4
Hold On	Hold On	63	Alabama Shakes	7c13Xlndg43PnSzpHRD11d	229453	False	1	0.561	0.708	5	-4.708	1	0.0341	0.205	0.423	0.518	0.102	88.319	4
R U Mine?	R U Mine?	62	Arctic Monkeys	6Sl4vxgAjIY8pVTa5idAx1	200187	False	2	0.52	0.785	6	-4.765	0	0.0329	0.0468	0	0.679	0.698	96.996	4
I Can Make You Love Me	I Can Make You Love Me	61	British India	13xQ9HD5FxWgurJrdlbQ5G	263901	False	27	0.293	0.823	10	-5.21	0	0.0924	0.00109	0.000455	0.247	0.0979	119.348	4
Hurricane	Candy Bar Creep Show	60	MS MR	4LidQrfqHouXmnAWlJu5vO	226373	False	0	0.449	0.678	7	-6.5	1	0.0425	0.237	0.000103	0.246	0.23	89.623	4
Follow the Sun	Follow the Sun	59	Xavier Rudd	2OSFVOSDhNqYiwRhYbhele	255493	False	28	0.613	0.391	0	-10.749	1	0.0385	0.532	2.63e-05	0.218	0.109	123.985	4
