Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Never Be Like You (feat. Kai)	Never Be Like You (feat. Kai)	100	Flume, Kai	6y0igZArWVi6Iz0rj35c1Y	234909	True	10	0.54	0.59	0	-4.359	1	0.0528	0.446	0	0.267	0.14	119.878	4
Adore	Adore	99	Amy Shark	2ym5lXfrIVxOcRM8jsT83S	184999	False	1	0.592	0.438	1	-10.054	1	0.0391	0.193	0	0.259	0.0564	67.445	4
Jungle	Jungle	98	Tash Sultana	0CJwLZDmSFdXL2WcA74Vo3	315602	False	7	0.592	0.701	1	-5.879	0	0.0292	0.276	0.000103	0.509	0.0882	146.032	4
1955	Drinking From The Sun, Walking Under Stars Restrung	97	Hilltop Hoods, Montaigne, Tom Thum	6oSmp7qnvAxUXeUKhl67a6	239280	False	64	0.742	0.501	4	-7.55	1	0.0734	0.713	6.06e-06	0.677	0.295	84.076	4
Redbone	Redbone	96	Childish Gambino	1AlcpxsgzYwAJ1SfMPPWU4	326880	True	5	0.743	0.372	1	-10.459	1	0.132	0.194	0.014	0.575	0.12	160.07	4
Papercuts (feat. Vera Blue)	Papercuts (feat. Vera Blue)	95	Illy, Vera Blue	1I95liM3akfvKNP8TWnzP2	255889	False	53	0.369	0.618	6	-6.304	0	0.249	0.161	0	0.467	0.257	191.863	4
Say It	Say It	94	Flume, Tove Lo	2R3zJJzgL5DenkwyM4MArG	262521	False	38	0.367	0.532	3	-6.837	0	0.0402	0.0665	4.09e-06	0.261	0.0628	70.16	4
Stranger	Stranger	93	Peking Duk, Elliphant	0jVPEBd4wyHupkTHwzQRyc	206393	False	58	0.528	0.874	1	-3.028	0	0.0456	0.045	0	0.376	0.0888	105.042	4
Starboy	Starboy	92	The Weeknd, Daft Punk	5aAx2yezTd8zXrkmtKl66Z	230453	True	20	0.681	0.594	7	-7.028	1	0.282	0.165	3.49e-06	0.535	0.134	186.054	4
Chameleon	Chameleon	91	PNAU	4rex1k9pBVFaIVKBBssZzi	198020	False	7	0.718	0.934	4	-3.153	1	0.0379	0.00149	0.000131	0.239	0.324	119.989	4
Cocoon	Cocoon	90	Milky Chance	39bpQHvHkE0K7UUD2HL9oI	254013	False	3	0.732	0.708	10	-5.978	1	0.0324	0.0715	0.000161	0.749	0.0824	114.033	4
Love$ick	Love$ick	89	Mura Masa, A$AP Rocky	0t2myRMEMCi2SRyg5TEFLp	192154	True	10	0.65	0.776	6	-5.059	1	0.139	0.138	0.00417	0.772	0.27	88.89	4
Viceroy	WACO	88	Violent Soho	1ERLLeRI6OPyIwPz3o9QPP	194479	True	47	0.69	0.73	4	-5.54	1	0.0493	0.00284	0.000112	0.574	0.0696	124.019	4
Genghis Khan	Genghis Khan	87	Miike Snow	6yHczwGhD6R0Mh1fe6IHkG	212139	False	46	0.699	0.837	0	-3.264	1	0.0437	0.0388	2.24e-06	0.414	0.581	94.005	4
January 26	January 26	86	A.B. Original, Dan Sultan	42RPV4GP1d8yIZEH4yu3gG	200816	True	30	0.837	0.624	4	-4.228	0	0.228	0.0658	0	0.584	0.261	98.004	4
The Opposite of Us	The Opposite of Us	85	Big Scary	55mFkkhmGtXEtT3vq81hJ6	262506	False	0	0.747	0.802	7	-5.768	1	0.035	0.286	0.00293	0.585	0.102	117.012	4
All Night (feat. Knox Fortune)	Coloring Book	84	Chance the Rapper, Knox Fortune	60xaS8mYBKUW4VQQ666N0T	141542	True	70	0.704	0.777	2	-5.729	1	0.195	0.0358	0	0.392	0.151	111.921	4
7	7	83	Catfish and the Bottlemen	0KyzyuqavrbYKaXGK0AreL	256306	False	0	0.524	0.726	10	-4.92	1	0.0437	0.000238	0.00276	0.311	0.0978	155.089	4
On Hold	On Hold	82	The xx	4w2iAP3X4FkpPb5kjRdIDx	224133	False	9	0.725	0.669	0	-6.582	1	0.0351	0.0571	0.159	0.338	0.107	125.046	4
Death to the Lads	Death to the Lads	81	The Smith Street Band	6PmHYCmIbNJwpSA0OsOZNE	211573	False	2	0.222	0.854	7	-3.859	1	0.0513	0.0107	0.000153	0.417	0.317	74.626	4
Ultralight Beam	The Life Of Pablo	80	Kanye West	0Wi7iEDGFY7I7NkYU6gS4n	320680	True	6	0.672	0.397	8	-8.804	1	0.381	0.627	0	0.372	0.54	105.71	4
Catch 22 (feat. Anne-Marie)	Catch 22 (feat. Anne-Marie)	79	Illy, Anne-Marie	3CkyJCNGaL7qk06CTMouqY	221417	True	49	0.765	0.561	0	-7.464	1	0.0987	0.0981	0	0.584	0.141	97.447	4
Come on Mess Me Up	Come on Mess Me Up	78	Cub Sport	3zO9tYkP8tk4wK0vhqnf5u	203640	False	0	0.345	0.593	4	-5.568	1	0.0324	0.0621	5.72e-06	0.0392	0.128	149.724	4
Because I Love You	Because I Love You	77	Montaigne	1xiElNu8wB3i1mUo2DcMgT	217626	False	37	0.764	0.834	0	-3.45	1	0.0331	0.115	0	0.964	0.0364	118.006	4
Make Them Wheels Roll	Make Them Wheels Roll	76	SAFIA	3ymIvH70wEVh05CeI6rOro	245666	False	45	0.729	0.66	7	-5.53	0	0.0356	0.378	0.167	0.458	0.118	95.029	4
Drive	Drive	75	Gretta Ray	7bBuAr6r9v9NCuQQXq8ryJ	299519	False	0	0.697	0.475	9	-7.763	1	0.0265	0.0273	0.0022	0.356	0.101	105.997	4
Frankie Sinatra	Wildflower	74	The Avalanches	7ElrbV5azvB81i6AEsyQE9	224013	True	0	0.693	0.854	2	-5.816	1	0.354	0.683	0	0.837	0.683	95.527	4
Our Town	Our Town	73	Sticky Fingers	7t9ubR6M58Ch2qGtwzyThz	195414	False	36	0.545	0.813	9	-5.394	1	0.0244	0.00108	0.000193	0.628	0.121	90.012	4
Innerbloom - What So Not Remix	Innerbloom (What So Not Remix)	72	RÜFÜS DU SOL, What So Not	7dy6bWaPSLmipVoDoLaVeB	277199	False	54	0.417	0.71	7	-6.628	0	0.0987	0.138	5.76e-05	0.101	0.152	138.369	4
One Dance	Views	71	Drake, WizKid, Kyla	1xznGGDReH1oQq0xzbwXa3	173986	False	23	0.791	0.619	1	-5.886	1	0.0532	0.00784	0.00423	0.371	0.351	103.989	4
Notion	Notion	70	Tash Sultana	2DkRjzvzTxzeijk0pjSNBD	341000	False	6	0.352	0.414	4	-6.6	0	0.0254	0.391	0.00831	0.0688	0.185	60.042	4
Bullshit	Bullshit	69	Dune Rats	4gtcLQl5FiAhMl2ccal0XA	180581	True	33	0.499	0.967	11	-6.476	1	0.105	9.19e-05	0	0.419	0.352	139.002	4
Scott Green	Scott Green	68	Dune Rats	5hv6vuYcg7spkaFSgfX9qB	130586	True	0	0.566	0.93	0	-5.98	1	0.161	0.000238	2.92e-05	0.536	0.183	140.003	4
World Of Our Love	World Of Our Love	67	Client Liaison	11XNC0onBq5xeLTAkygHtP	270627	False	48	0.851	0.89	0	-6.156	1	0.0489	0.0706	0.000623	0.579	0.128	116.99	4
Sad Songs	Westway (The Glitter & The Slums)	66	Sticky Fingers	1oCvx1YS8VvflyTAJTSD7u	203492	False	0	0.422	0.955	9	-2.994	1	0.0695	0.000116	0.0614	0.299	0.177	127.047	4
Smoke & Retribution (feat. Vince Staples & Kucka)	Smoke & Retribution (feat. Vince Staples & Kucka)	65	Flume, Vince Staples, KUČKA	7gL2cayNSvJkCJM5dAVOVO	241282	True	0	0.743	0.574	8	-6.028	1	0.346	0.164	0	0.403	0.0922	120.877	4
Youth	Youth	64	Glass Animals	1L8epx3bjOlIKncbJZRUcd	230693	False	3	0.648	0.733	9	-7.803	0	0.0306	0.108	0.00473	0.752	0.113	96.003	4
Step Up The Morphine	Hills End	63	DMA'S	6yIDqJhvfMW6uINscpXmWB	175214	False	15	0.444	0.803	9	-3.621	1	0.0309	4.7e-05	1.12e-06	0.476	0.123	112.505	4
Surfin'	Surfin'	62	Kid Cudi, Pharrell Williams	3f2k8op0nWDoZM4pXim6wG	238386	True	58	0.811	0.691	2	-7.88	1	0.0452	0.111	0.00483	0.84	0.181	130.007	4
I Feel It Coming	Starboy	61	The Weeknd, Daft Punk	4RepvCWqsP6zBuzvwYibAS	269186	False	24	0.769	0.813	0	-5.9	0	0.143	0.429	0	0.567	0.0952	92.985	4
