Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Sundress	Sundress	100	A$AP Rocky	2aPTvyE09vUCRwVvj0I8WK	158205	True	74	0.721	0.704	6	-6.364	1	0.0606	0.176	3.71e-06	0.735	0.143	125.004	4
Everybody But You	I Love Songs	99	Thundamentals	4Yf4s4P1vfJb8hDvnxCbMx	214359	True	58	0.585	0.56	9	-7.992	0	0.175	0.299	0	0.586	0.154	167.903	4
You Can Count On Me	You Can Count On Me	98	Trophy Eyes	3Pk5IAjAy5re5YF1TmBqgY	191626	False	43	0.536	0.881	1	-2.733	1	0.047	0.0362	0	0.542	0.363	160.002	4
Ivy (Doomsday)	Misery	97	The Amity Affliction	2Ll0eOXFmIeBlcybOSaQJm	214493	False	57	0.5	0.833	1	-5.545	1	0.0404	0.00958	0	0.451	0.167	145.955	4
Four Out Of Five	Tranquility Base Hotel & Casino	96	Arctic Monkeys	4JeTkHQcajdkhGwaGsaKMT	312346	False	47	0.601	0.863	0	-4.31	1	0.0685	0.0626	0	0.676	0.0717	130.189	4
Take It To The Heart	To A Stranger	95	Odette	5lsNmpIbFDEVVwEZRWul65	215413	False	22	0.86	0.758	6	-4.439	1	0.0597	0.103	7e-06	0.67	0.187	110.022	4
Do I Need You Now?	For Now	94	DMA'S	3LhQA2m5M8IqADfU2kOlEP	283846	False	49	0.411	0.784	9	-6.617	1	0.0623	0.000544	0	0.623	0.189	81.023	4
Ghost Town	ye	93	Kanye West, PARTYNEXTDOOR	7vgTNTaEz3CsBZ1N4YQalM	271386	True	72	0.573	0.545	7	-4.247	0	0.0288	0.0969	0	0.297	0.329	83.378	4
Polygraph Eyes	21st Century Liability	92	YUNGBLUD	0SCsKxQvbfE7ufDL87IHR9	223948	False	58	0.453	0.766	9	-4.607	0	0.0487	0.0385	0	0.469	0.443	92.078	4
Happy Sad	Chiaroscuro	91	Ocean Alley	5SiQcTgqGff1zB8WNTDjFm	330594	False	57	0.477	0.737	8	-9.262	1	0.0495	0.00134	0.00613	0.301	0.104	124.023	4
