Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Amazing	Amazing	100	Alex Lloyd	4myfQ0EwuaZW3CMWRJdXCZ	203960	False	1	0.525	0.717	9	-7.402	1	0.0302	0.00213	3.4e-06	0.576	0.0583	100.016	4
Monsters	Echolalia	99	Something For Kate	6F0aZM4vU2b0uTm4Ry5Cp5	219533	False	40	0.419	0.773	1	-6.092	1	0.0367	0.000353	0.000467	0.474	0.199	110.723	4
Chop Suey!	Toxicity	98	System Of A Down	5V3mdRI2yQxbSsJGDPc5lD	210240	False	20	0.42	0.929	7	-3.899	0	0.121	0.000353	0.000747	0.3	0.122	127.204	4
Where's Your Head At	Rooty	97	Basement Jaxx	25ys1lEf3z6lvkDEE5mG0R	283533	False	58	0.604	0.924	0	-4.848	1	0.0303	7.53e-05	0.119	0.411	0.332	127.862	4
Betterman - Live	Betterman (Live)	96	John Butler Trio	47YooAjbltQAtp2rnjJMlh	225520	False	14	0.618	0.578	7	-8.035	0	0.0301	0.153	0.00442	0.701	0.113	110.286	4
Island In The Sun	Weezer (Green Album)	94	Weezer	3Pnhzf3Knhdsavx0VM2ZmG	200306	False	16	0.654	0.81	4	-6.26	0	0.0288	0.00719	0.00251	0.661	0.165	114.623	4
Since I Left You	Since I Left You	93	The Avalanches	4g9MgFNA9Kb63JRwpuMtVB	260946	False	4	0.519	0.911	7	-7.228	1	0.0593	0.246	0	0.481	0.826	102.81	4
Clint Eastwood	Gorillaz	92	Gorillaz	1RKUoGiLEbcXN4GY4spQDx	340920	True	73	0.663	0.694	10	-8.627	0	0.172	0.0249	0	0.524	0.0698	167.964	4
Short Skirt / Long Jacket	Comfort Eagle	91	Cake	3OOFEF20WqtsUPcRbPY3L7	204133	False	63	0.778	0.899	2	-6.552	1	0.0451	0.0028	0.0345	0.881	0.0263	119.995	4
Cherry Lips (Go Baby Go)	beautifulgarbage	90	Garbage	74PHjdAjjIyeKiBwNtW8Ks	192040	False	0	0.909	0.444	6	-6.494	0	0.0465	0.176	0	0.964	0.418	116.182	4
