Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
My Happiness	Odyssey Number Five	100	Powderfinger	251PhjPNakilcDWfUXCo2Y	276706	False	12	0.447	0.809	0	-5.431	1	0.0295	0.00193	0	0.505	0.363	85.885	4
Beautiful Day	All That You Can't Leave Behind (EU Version)	99	U2	4icxdcI1mNNFNDx0ChCRy7	248400	False	15	0.539	0.938	2	-6.49	1	0.0515	0.0161	0.00161	0.37	0.17	136.287	4
My Kind Of Scene	Odyssey Number Five	98	Powderfinger	4ewmL6GsJWrSfomqMF3CzV	277333	False	5	0.46	0.467	0	-8.208	1	0.029	0.012	0.015	0.139	0.0758	159.555	4
Teenage Dirtbag - Explicit Album Version	Wheatus	97	Wheatus	0P8TSeRC5oSwjqGjkduTvF	241666	True	2	0.625	0.85	4	-3.904	1	0.0495	0.346	0.000233	0.633	0.174	94.661	4
Yellow	Parachutes	96	Coldplay	3AJwUDP919kvQ9QcozQPxg	266773	False	81	0.429	0.661	11	-7.227	1	0.0281	0.00239	0.00013	0.285	0.234	173.365	4
Frontier Psychiatrist	Since I Left You	95	The Avalanches	4uy6dW3p4jLk8WQ1ztwBqo	288026	False	42	0.712	0.908	6	-7.414	1	0.221	0.128	0.000167	0.408	0.383	98.946	4
Californication	Californication	94	Red Hot Chili Peppers	34KTEhpPjq6IAgQg2yzJAL	329733	False	63	0.592	0.767	9	-2.788	0	0.027	0.0021	0.00165	0.328	0.127	96.483	4
Generator	There Is Nothing Left To Lose	93	Foo Fighters	592nTDJAy8AucV4KKIDCmA	227560	False	53	0.468	0.924	9	-3.937	1	0.041	0.00112	0.0149	0.593	0.337	152.694	4
Bohemian Like You	Alternative	91	The Dandy Warhols	7jA4agDnt1Oc6Fn2hifX0t	208906	False	44	0.578	0.936	9	-5.761	1	0.0364	0.00305	0.687	0.659	0.47	131.268	4
Rip It Up	Rip It Up	90	28 Days	10mllaHwnPzxCQMDjDbFcR	219053	True	1	0.532	0.962	11	-4.177	0	0.0727	0.00154	0	0.671	0.109	110.38	4
Dirty Jeans	Dirty Jeans	89	Magic Dirt	4aCRkOLtgiki2BQPOnaCE6	221293	False	26	0.496	0.803	5	-6.519	1	0.0331	0.000271	7.24e-06	0.656	0.128	140.538	4
