Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Big Jet Plane	Down the Way	100	Angus & Julia Stone	0zScLh0yufjmMy0pAm97uE	239120	False	58	0.763	0.387	10	-8.635	0	0.0271	0.258	0.00887	0.253	0.11	109.946	4
Rock It	Midnight Remember	99	Little Red	6YGA92lyFQAet21S92EJ2X	208760	False	1	0.719	0.529	5	-4.095	1	0.0298	0.0473	2.9e-06	0.942	0.113	106.959	4
Dance The Way I Feel	The Golden Year	98	Ou Est Le Swimming Pool	6ioPS15WPDmVbEEIjGc4IQ	206746	False	1	0.694	0.955	8	-4.791	1	0.0457	0.00719	3.59e-05	0.52	0.104	118.015	4
Plans	Birds of Tokyo	97	Birds Of Tokyo	2nXhyKOD7q4ikMq5o0B5pY	218880	False	1	0.61	0.601	10	-9.415	1	0.0262	0.0498	1.16e-05	0.297	0.327	103.007	3
Fall At Your Feet	He Will Have His Way - The Songs Of Tim & Neil Finn	96	Boy & Bear	4HopuG8wQBlvXQ6xwA79FG	271386	False	52	0.41	0.473	0	-6.595	0	0.0375	0.549	0.000105	0.224	0.0974	87.002	4
Teenage Crime - Radio Edit	Teenage Crime	95	Adrian Lux	1E2tRwT1GIHk1a8oYQMfjC	170920	False	43	0.646	0.833	2	-4.882	1	0.0375	0.0195	0.736	0.329	0.104	128.02	4
Fuck You	Fuck You	94	CeeLo Green	0Gs5cYR52PDgZ8r8PQYxil	222733	True	6	0.689	0.888	0	-3.717	1	0.0639	0.159	0	0.701	0.162	127.455	4
Tokyo - Vampires & Wolves; Main Version	Tokyo (Vampires & Wolves)	93	The Wombats	1nEqYa8UgT0wHWLBGS7kF9	231377	False	43	0.452	0.928	0	-5.277	1	0.0802	0.000408	0	0.563	0.315	146.288	4
Magic Fountain	The Experiment	92	Art vs Science	6eIV9AQc6fJlnkNRxvUmQB	282409	False	0	0.461	0.854	4	-4.778	0	0.0692	0.00171	0.109	0.108	0.112	126.084	4
Somebody to Love Me	Record Collection	91	Mark Ronson, The Business Intl	2Tky1eOpdLXo8yYawnTMcj	297933	False	50	0.694	0.853	6	-4.755	0	0.0415	0.107	1.63e-06	0.566	0.225	117.896	4
Rapunzel	The Life Of Riley	89	Drapht	6IjeDgkEfact4RDxnq4s9n	202570	False	51	0.737	0.865	0	-3.698	1	0.0651	0.0359	0	0.847	0.0438	120.038	4
Clap Your Hands	Clap Your Hands	88	Sia	18cST7DK31Ab2rTH1POP6A	238466	False	43	0.699	0.87	0	-4.925	1	0.0546	0.000532	0.0219	0.778	0.359	120.033	4
Runaway	My Beautiful Dark Twisted Fantasy	87	Kanye West, Pusha T	3DK6m7It6Pw857FcQftMds	547733	True	72	0.571	0.568	1	-3.827	0	0.0703	0.218	0.0021	0.109	0.512	86.986	4
Barbra Streisand - Radio Edit	Barbra Streisand	86	Duck Sauce	0XvjOhwCnXXFOSlBbV9jPN	196533	False	47	0.769	0.922	1	-1.966	1	0.108	0.000939	0.197	0.506	0.233	127.965	4
Mace Spray	Dark Storm	85	The Jezabels	06gIbF8Ja7L8ENoMncecLj	307879	False	0	0.475	0.718	9	-7.684	0	0.0382	0.614	0.707	0.235	0.11	93.028	4
Bang Bang Bang	Bang Bang Bang	84	Mark Ronson, The Business Intl	1J2AeJHuDUWs2qRyOWqGK4	245400	False	37	0.728	0.798	0	-2.98	0	0.0408	0.0127	0.000493	0.855	0.29	92.406	4
There's Nothing In The Water We Can't Fight	There's Nothing In The Water We Can't Fight	83	Cloud Control	1VXUJvOwmkIvvKRJV4iMro	240200	False	16	0.506	0.734	9	-3.457	0	0.027	0.00134	0.00658	0.626	0.227	100.007	4
Crave You Ft Giselle	Crave You	82	Flight Facilities	7dnhA2zyBqt7wZyPLdkhML	368028	False	0	0.671	0.399	1	-9.144	0	0.132	0.00732	0.000586	0.509	0.066	120.022	4
Sunday Best	I Believe You Liar	81	Washington	0dyKWzD1EklUPeWBK1mzaa	200533	False	25	0.512	0.917	10	-6.197	1	0.0458	0.00358	1.22e-06	0.739	0.197	165.047	4
Undercover Martyn	Tourist History	80	Two Door Cinema Club	0eBmr9VJkeusa0wBm465eL	166573	False	1	0.444	0.873	2	-4.877	1	0.119	0.000233	1.01e-05	0.616	0.0951	159.888	4
Jellylegs	Jellylegs	79	Children Collide	6yv0WtcF32vl3MdxIumai0	219586	False	18	0.479	0.935	7	-4.998	1	0.0474	0.00114	0.00675	0.537	0.354	156.0	4
Addicted	Running On Air	78	Bliss n Eso	4dFpc8oA3SroWIKyMQNINT	231280	True	56	0.325	0.88	4	-6.878	0	0.241	0.422	0	0.779	0.316	82.518	4
Talking Like I'm Falling Down Stairs	Talking Like I'm Falling Down Stairs	77	Sparkadia	15tV2jx4Xw9W81P9cCBQuH	236280	False	19	0.621	0.731	9	-5.931	1	0.0299	0.0634	0.00238	0.734	0.655	120.029	4
Eyes Wide Open	Eyes Wide Open	76	Gotye	4OVpVdVVHMdxLK443r1mX9	187520	False	0	0.603	0.864	5	-6.617	1	0.037	0.22	0.0364	0.647	0.209	138.908	4
Not In Love	Not In Love feat. Robert Smith	75	Crystal Castles, Robert Smith	3CsMdAuNoD7e8kRzHV24TR	226076	False	2	0.482	0.978	7	-4.132	0	0.0928	0.00114	0.000676	0.249	0.349	135.906	4
You've Got The Dirtee Love - Live At The Brit Awards 2010	You've Got The Dirtee Love (Live At The Brit Awards 2010)	74	Florence + The Machine, Dizzee Rascal	760QEV2aGbtjfPuhOp1NpF	218306	False	1	0.604	0.911	6	-4.633	1	0.0952	0.486	0	0.442	0.976	117.134	4
Radar Detector	Radar Detector	73	Darwin Deez	4X5k0sPx5Z2BBai99GecLt	189826	False	21	0.749	0.714	4	-5.055	1	0.199	0.102	0.00794	0.782	0.173	96.515	4
It Can Wait (ft Owl Eyes)	The Chase	72	Illy	5DHBSWfVSzUjZKaSC0XNWg	217240	True	42	0.752	0.933	8	-3.529	1	0.0814	0.0577	1.5e-05	0.768	0.106	135.023	4
O.N.E.	Odd Blood	71	Yeasayer	7xmfFYLr1KmvpjjaL3uS8M	325560	False	0	0.612	0.937	7	-6.55	1	0.0466	0.000996	0.427	0.395	0.346	122.005	4
Bloodbuzz Ohio	High Violet	70	The National	287POkGgnCfYXMFqz1zqmt	275933	False	45	0.39	0.834	9	-6.367	1	0.0444	0.0554	0.18	0.684	0.103	157.077	4
Pumped Up Kicks	Torches	69	Foster The People	7w87IxuO7BDcJ3YUqCyMTT	239600	False	82	0.733	0.71	5	-5.849	0	0.0292	0.145	0.115	0.965	0.0956	127.975	4
Solitude Is Bliss	InnerSpeaker	68	Tame Impala	7xFqIlAM0uR52zZm7WeC1z	235866	False	0	0.588	0.844	7	-5.048	1	0.063	0.0109	7.1e-05	0.623	0.213	104.009	4
Punching In A Dream	Passive Me, Aggressive You	67	The Naked And Famous	48C5jIgVze1nxTm0D0hjZo	238133	False	6	0.476	0.886	6	-3.731	1	0.0472	0.00256	0.000374	0.19	0.15	115.058	4
The Bike Song	The Bike Song	66	Mark Ronson, The Business Intl	3MwH95RrPDFiz4YN69Cd7D	263266	False	27	0.571	0.889	6	-4.697	0	0.0416	0.000738	0	0.619	0.592	110.434	4
Opposite Of Adults	Opposite Of Adults EP	65	Chiddy Bang	0yp6ui2sosUjCUro1rRk2Q	195453	False	47	0.676	0.889	9	-5.483	1	0.148	0.0139	0	0.617	0.329	95.987	4
Doncamatic (feat. Daley)	The Singles Collection 2001-2011	64	Gorillaz, Daley	1dbwfBgeP40sX2C8alx5oW	202066	False	26	0.893	0.48	9	-5.493	1	0.056	0.0903	0	0.968	0.102	123.98	4
