Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Knights Of Cydonia	Black Holes And Revelations	100	Muse	7ouMYWpwJ422jRcDASZB7P	366213	False	67	0.366	0.963	11	-5.301	0	0.142	0.000273	0.0122	0.211	0.115	137.114	4
Straight Lines	Young Modern	99	Silverchair	3gHeBUfAPPUxAJoQ8lsjt2	257733	False	51	0.538	0.656	1	-6.172	1	0.0287	0.034	0.00155	0.165	0.109	127.5	4
On Call	Because Of The Times	98	Kings of Leon	2GLaiGf1gBC5GKdmwYOzrl	201800	False	8	0.307	0.791	7	-5.408	1	0.119	0.0285	0.000804	0.141	0.395	193.356	4
Better Than	Grand National (U.S. Version)	97	John Butler Trio	04y7iJXobJhXuxLhC91LAd	207599	False	49	0.64	0.817	7	-5.636	1	0.0254	0.0284	9.81e-05	0.772	0.189	108.185	4
This Heart Attack	Be The Twilight	96	Faker	2HwlvOkwACOGFySnp16b9l	227733	False	2	0.625	0.813	1	-4.184	0	0.0428	0.0201	0	0.733	0.141	122.016	4
The Pretender	Echoes, Silence, Patience & Grace	95	Foo Fighters	3ZsjgLDSvusBgxGWrTAVto	269373	False	12	0.433	0.959	9	-4.04	1	0.0431	0.000917	0	0.365	0.028	172.984	4
Harder Better Faster Stronger - Alive Extended 2007	Harder Better Faster Stronger	94	Daft Punk	75lU9CMBAqF5sRpvOdRjOR	283080	False	0	0.549	0.825	5	-10.713	0	0.0748	0.00239	0.0281	0.459	0.896	126.134	4
Hang Me Up To Dry	Robbers & Cowards	93	Cold War Kids	5SPle5kskzwlsK8YOGoqL2	218786	False	1	0.514	0.922	7	-2.635	1	0.032	0.0245	0.000775	0.637	0.384	92.458	4
Don't Fight It	Don't Fight It	91	The Panics	01BiACLa7c3vFmLDSwHZl8	214133	False	0	0.586	0.472	4	-7.609	1	0.0338	0.419	0.00198	0.205	0.114	89.494	4
Let's Dance to Joy Division	Proudly Present... A Guide To Love, Loss & Desperation (Special Edition)	89	The Wombats	60Ih7J2Q1o9shvMC2OAALu	191293	False	55	0.397	0.839	4	-6.674	1	0.102	0.00125	0	0.764	0.576	116.947	4
Ruby	Yours Truly, Angry Mob	88	Kaiser Chiefs	2rjOaGr1mcTYePllS8crRf	204200	False	11	0.312	0.941	5	-2.826	0	0.0696	0.00634	3.22e-06	0.424	0.076	186.813	4
