Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Hoops	Hoops	100	The Rubens	3AFJaScXQEyomXrJY7dVlc	158946	False	1	0.738	0.517	8	-5.82	0	0.0321	0.248	2.27e-05	0.772	0.468	96.037	4
King Kunta	To Pimp A Butterfly	99	Kendrick Lamar	0N3W5peJUQtI4eyR6GJT5O	234693	True	74	0.884	0.657	6	-4.569	0	0.0977	0.00589	0	0.489	0.154	107.059	4
Lean On (feat. MØ & DJ Snake)	Peace Is The Mission	98	Major Lazer, MØ, DJ Snake	4vS8VaBwJJV5Ry7UFIQuoo	176561	False	12	0.723	0.809	7	-3.081	0	0.0625	0.00346	0.00123	0.274	0.565	98.007	4
The Less I Know The Better	Currents	97	Tame Impala	6K4t31amVTZDgR3sKmwUJJ	216320	True	82	0.64	0.74	4	-4.083	1	0.0284	0.0115	0.00678	0.785	0.167	116.879	4
Let It Happen	Currents	96	Tame Impala	2X485T9Z5Ly0xyaghN73ed	467586	False	74	0.602	0.881	1	-5.875	0	0.0443	0.00462	0.0266	0.577	0.111	125.012	4
The Trouble with Us	Work EP	95	Marcus Marr, Nick Murphy / Chet Faker	3fuQAfCohSKnHYxGQtXLWC	222066	False	2	0.828	0.744	2	-4.932	1	0.0646	0.338	0.000774	0.831	0.158	121.09	4
Do You Remember	Jarryd James EP	94	Jarryd James	7i9mpmiDjJaemfUHDI7lBP	234426	False	48	0.662	0.334	1	-10.012	0	0.0584	0.169	0.000458	0.315	0.124	72.014	4
The Buzz (feat. Mataya & Young Tapz)	Dark Night Sweet Light	93	Hermitude, Mataya, TAPZ	1E0EOstQRm7YMhFpmDJzaB	221786	False	58	0.726	0.583	0	-6.434	0	0.23	0.334	0.00135	0.491	0.122	140.943	4
Can't Feel My Face	Beauty Behind The Madness	92	The Weeknd	6RsWqX8zABZLhZydXxEFOm	213520	False	20	0.702	0.77	9	-5.416	0	0.0482	0.124	0	0.593	0.103	107.951	4
Magnets	Caracal (Deluxe)	91	Disclosure, Lorde	7nRmfGNhHKEEu5o8yFXLXt	199245	False	64	0.704	0.628	10	-7.882	0	0.162	0.0626	1.49e-06	0.654	0.103	92.005	4
Never Be	Never Be	90	Meg Mac	1qSSbzRFLoYvRywhCWk1K9	253043	False	36	0.572	0.592	10	-8.195	0	0.0379	0.262	4.06e-05	0.271	0.0967	99.915	4
You Were Right	You Were Right	89	RÜFÜS DU SOL	3qmaExOi8Ujx1s6ylv5kCX	238646	False	2	0.708	0.802	5	-5.427	0	0.0379	0.0122	0.00299	0.701	0.117	121.973	4
Ocean Drive	Blasé Boys Club (Pt. 1)	88	Duke Dumont	5WsxrJcbgobPj4V7lhs8Qf	206320	False	40	0.688	0.711	8	-5.024	0	0.045	0.00684	0.000994	0.512	0.135	115.036	4
Hotline Bling	Hotline Bling	87	Drake	6nmz4imkDcmtwMjocAzFSx	267023	False	12	0.896	0.623	2	-8.008	1	0.0571	0.00257	0.000258	0.585	0.039	134.962	4
Like Soda	Like Soda	86	Violent Soho	417WJWutxwNZ3NqALiJLd5	241507	False	3	0.359	0.911	2	-3.791	1	0.0767	0.0145	0	0.252	0.0508	133.624	4
Fire and the Flood	Dream Your Life Away (Deluxe Edition)	85	Vance Joy	7LI1qAsZiRaIpSA7FaWLXa	249382	False	54	0.6	0.79	5	-5.466	1	0.0365	0.026	0	0.345	0.0959	115.063	4
Middle	Middle	84	DJ Snake, Bipolar Sunshine	2bKhIGdMdcqCqQ2ZhSv5nE	220573	False	11	0.564	0.737	9	-4.079	1	0.0414	0.0175	0	0.211	0.054	104.764	4
