Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
One Crowded Hour	Moo You Bloody Choir	100	Augie March	138tRBHtGif2seu11dLvlm	290266	False	42	0.353	0.425	9	-8.42	1	0.035	0.344	0	0.356	0.121	114.566	3
Black Fingernails, Red Wine	Black Fingernails, Red Wine	99	Eskimo Joe	1RAzJ63CkbuHNR9jo613v4	249866	False	34	0.553	0.917	1	-4.658	1	0.0424	0.00847	0.0975	0.433	0.251	124.001	4
The Hard Road	The Hard Road	98	Hilltop Hoods	58dBZbrdTDicJK8r3JYx1h	246066	True	49	0.767	0.877	1	-6.037	1	0.111	0.362	0	0.961	0.292	96.01	4
When You Were Young	Sam's Town	97	The Killers	3gNGi2iUGHXGpBQHce6Nua	220426	False	15	0.467	0.988	11	-3.313	1	0.112	0.000152	0.0484	0.321	0.28	130.435	4
I Don't Feel Like Dancin'	Ta Dah	96	Scissor Sisters	13pyGLYmBjYgvOMIEivX2K	288360	False	49	0.713	0.917	7	-3.272	1	0.0298	0.0201	0	0.792	0.301	108.042	4
Crazy	St. Elsewhere	95	Gnarls Barkley	1vxw6aYJls2oq3gW0DujAo	177466	False	75	0.855	0.587	8	-4.589	1	0.0336	0.0505	0.00714	0.64	0.105	111.97	4
Chasing Cars	Chasing Cars	94	Snow Patrol	0rpIH5otu7ykvZPdcQuRPh	266346	False	65	0.556	0.595	9	-4.51	1	0.0275	0.214	8.33e-05	0.144	0.125	104.001	4
Hearts A Mess	Like Drawing Blood	93	Gotye	0rMNCCgt2KCOLlBeWJbGCD	365373	False	44	0.772	0.526	5	-9.481	0	0.0346	0.0633	0.292	0.568	0.172	125.023	4
Starlight	Black Holes And Revelations	92	Muse	3skn2lauGk7Dx6bVIt5DVj	240213	False	72	0.55	0.874	4	-4.046	1	0.0321	0.000436	1.02e-05	0.318	0.206	121.61	4
19-20-20	Gravity Won't Get You High (UK Version)	91	The Grates	4K0lAGnwUQ0YY81Xj6Wffm	125173	False	0	0.659	0.902	6	-3.372	1	0.0345	0.361	0	0.674	0.0646	90.935	4
Come On Come On	Hollywood	90	Little Birdy	2FmeQuQz5EAvOlP9PfzeQ8	232866	False	0	0.617	0.575	11	-4.025	1	0.0254	0.00781	0	0.406	0.152	100.038	4
Funky Tonight	Grand National (U.S. Version)	89	John Butler Trio	3046UEd362eZwuG8PlGOJc	326240	False	35	0.569	0.861	11	-6.227	0	0.0301	0.0968	0.0204	0.797	0.262	144.037	4
Welcome to the Black Parade	Welcome To The Black Parade (Int'l Maxi)	88	My Chemical Romance	6wThHqs4np9cLpcNqJ2zN5	311106	False	37	0.217	0.905	2	-4.103	1	0.0752	0.000289	0.00011	0.236	0.222	96.95	4
Here It Goes Again	Oh No	87	OK Go	1pHP4JeQV9wDx87D6qH9hD	179813	False	62	0.537	0.882	0	-2.306	1	0.0403	0.000342	9.06e-05	0.81	0.12	145.729	4
Smile	Alright, Still	86	Lily Allen	4OMMahpXHKLhnAoCNhxwys	197026	False	30	0.628	0.655	5	-5.943	1	0.0259	0.00147	0	0.705	0.143	95.524	4
Young Folks	Writer's Block	85	Peter Bjorn and John	4dyx5SzxPPaD8xQIid5Wjj	276693	False	69	0.699	0.812	0	-6.005	1	0.0377	0.0164	0.000763	0.662	0.105	138.185	4
Science Is Golden	Gravity Won't Get You High	84	The Grates	5mHzutY6iIWF5nkAuLAp4B	177800	False	25	0.562	0.91	11	-3.884	1	0.0517	0.0668	0	0.76	0.108	150.956	4
Supermassive Black Hole	Supermassive Black Hole	83	Muse	2zrIyIdqafYozfsgiMY0Ae	209333	False	49	0.671	0.865	7	-5.735	1	0.0472	0.0435	0.00559	0.865	0.237	120.011	4
Kick, Push	Lupe Fiasco's Food & Liquor	82	Lupe Fiasco	6nz35DNIzbtj5ztpDEcW1j	254466	False	59	0.652	0.809	5	-5.276	1	0.17	0.164	0	0.512	0.175	94.786	4
Fidelity	Begin To Hope (Special Edition)	81	Regina Spektor	6GskIhdM6TN6EkPgeSjVfW	226487	False	54	0.923	0.518	5	-6.008	1	0.0492	0.52	0.000142	0.682	0.104	93.023	4
Forever Young	Casino Twilight Dogs	80	Youth Group	5d4EJrwEEQgP4qzs6gwzsD	239120	False	3	0.379	0.664	11	-6.863	1	0.0307	0.0167	0.000679	0.301	0.0915	115.272	4
Clown Prince	The Hard Road	78	Hilltop Hoods	4cwKSCNNKmEohjYaumz6yW	231920	True	43	0.827	0.828	9	-4.776	1	0.29	0.0565	0	0.96	0.0471	176.959	4
Gold Lion	Show Your Bones	77	Yeah Yeah Yeahs	6ttg1sxtU12beFZkjoc6j5	187133	False	51	0.518	0.846	9	-3.313	1	0.07	0.0216	2.16e-05	0.278	0.0871	158.74	4
Meds	Sex, Drugs & Rock & Roll	76	Placebo, Alison Mosshart	6SOyJjDksOIbbw4eQsn6Gs	174960	False	0	0.512	0.797	4	-8.361	0	0.0818	0.154	0.00425	0.284	0.0895	155.192	4
Ta douleur	Le Fil	75	Camille	0TdnNoSz5Z1s9iekOk5DED	186933	False	3	0.842	0.385	9	-8.915	1	0.106	0.759	0	0.648	0.154	127.008	4
You Only Live Once	First Impressions Of Earth	74	The Strokes	46Y1VsEbWAQ7dIZe1gpnve	189226	False	61	0.63	0.908	11	-2.42	1	0.0326	0.0238	0.592	0.968	0.116	120.522	4
Steady, As She Goes	Steady, As She Goes	73	The Raconteurs	4OAgAZNz1bFyUvyuJGibjy	217546	False	45	0.524	0.575	9	-5.081	1	0.116	0.0104	0.0169	0.532	0.165	122.957	4
When The Sun Goes Down	When The Sun Goes Down	71	Arctic Monkeys	2iuIqCjjPKg3DYwHHAo0kJ	212666	False	3	0.35	0.877	11	-4.707	0	0.127	0.0333	0	0.417	0.0825	169.694	4
Bones	Sam's Town	70	The Killers	6TUd6BeKaEvhakhh6T2YJW	227000	False	5	0.472	0.902	9	-3.607	1	0.0643	0.000679	0.124	0.567	0.0822	139.57	4
Gone	Imago	69	The Butterfly Effect	3TVSB1n2fUb9cnvishpOV1	247413	False	0	0.359	0.789	7	-3.117	1	0.0343	2.23e-05	0.00455	0.261	0.0997	182.089	3
Call Me Anytime	Drop It In Their Laps	68	The Cops	1IAblWsakuyzl79WdTaytA	229280	False	20	0.639	0.823	10	-5.173	1	0.177	0.0688	0	0.738	0.156	152.008	4
LDN	Alright, Still	66	Lily Allen	1abCX0EuTBCXiAUIqG3eht	192333	False	26	0.673	0.607	5	-7.672	1	0.027	0.0142	4.15e-06	0.898	0.333	100.023	4
