Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Sex On Fire	Only By The Night	100	Kings of Leon	7aOoPSmSSkWKnh3zi908ty	203346	False	6	0.542	0.905	9	-5.653	1	0.054	0.00172	0.0104	0.374	0.136	153.398	4
Electric Feel	Oracular Spectacular	99	MGMT	3FtYbEfBqAlGO46NUDQSAt	229640	False	76	0.763	0.807	1	-3.714	1	0.035	0.0714	0.28	0.559	0.348	103.038	3
Use Somebody	Only By The Night	98	Kings of Leon	3a1eJRucXOtKZxNx5BVXMt	230760	False	2	0.276	0.715	0	-5.356	1	0.0432	0.00552	0.000417	0.173	0.201	137.028	4
Walking On A Dream	Walking On A Dream	97	Empire of the Sun	0mBkoM8r7KAQzZij5swTUL	198440	False	21	0.87	0.699	5	-5.541	0	0.0459	0.245	6.76e-06	0.726	0.0588	126.967	4
Kids	Oracular Spectacular	96	MGMT	1jJci4qxiYcOHhQR247rEU	302840	False	75	0.451	0.931	9	-3.871	1	0.0719	0.00076	0.0049	0.172	0.361	122.961	4
Talk Like That	Apocalypso (International)	95	The Presets	5gOJ1pWOB4mk7mZ5RUj5nJ	220543	False	2	0.568	0.942	6	-3.486	0	0.0313	0.00121	6.73e-05	0.863	0.23	135.009	4
The Festival Song	A Mind Of My Own	94	PEZ, 360, Hailey Cramer	2aBagLgXpbHv0GFS2WTGQv	263560	True	1	0.744	0.628	1	-5.944	0	0.217	0.362	0	0.821	0.145	85.249	4
This Boys In Love	Apocalypso	93	The Presets	40Pq8xmzshZXTgLDV4Stlt	250200	False	30	0.508	0.968	10	-2.698	0	0.0418	0.00191	0.00221	0.942	0.339	122.968	4
That's Not My Name	We Started Nothing	92	The Ting Tings	0GrrLYCH8u81aENhC8FBF4	310573	False	52	0.755	0.901	9	-3.152	1	0.0893	0.0451	0.0373	0.959	0.363	145.042	4
Jimmy Recard	Brothers Grimm	91	Drapht	2L2f3Z8amWm4SN4yFjpy8b	214226	True	2	0.527	0.828	1	-4.781	0	0.311	0.125	0	0.651	0.686	96.652	4
My Delirium	Ladyhawke (International Version)	90	Ladyhawke	48Ok2vJ3T1IhAEXbvEH5Vw	254800	False	29	0.459	0.824	9	-3.824	0	0.0465	0.000717	0.000582	0.425	0.471	150.03	4
