Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Riptide	God Loves You When You're Dancing	100	Vance Joy	5LwukQO2fCx35GUUN6d6NW	204266	False	39	0.489	0.736	1	-6.654	1	0.0355	0.436	0	0.529	0.153	101.782	4
Royals	The Love Club EP	99	Lorde	4w8CsAnzn0lXJxYlAuCtCW	190185	False	7	0.694	0.433	7	-9.582	1	0.126	0.114	0	0.334	0.135	84.838	4
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit	Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit]	98	Daft Punk, Pharrell Williams, Nile Rodgers	2Foc5Q5nqNiosCNqttzHof	248413	False	75	0.794	0.811	6	-8.966	0	0.038	0.0426	1.07e-06	0.862	0.101	116.047	4
Do I Wanna Know?	Do I Wanna Know?	97	Arctic Monkeys	2b1ySHgIW3RwL50EyQZupz	273424	False	34	0.54	0.578	5	-6.861	1	0.0371	0.348	4.04e-05	0.468	0.123	85.022	4
Drop the Game	Lockjaw	96	Flume, Nick Murphy / Chet Faker	4KtrE35pTuqwNc22QP58RT	221894	False	64	0.559	0.67	7	-4.985	1	0.0474	0.592	0.000184	0.438	0.171	78.957	4
Why'd You Only Call Me When You're High?	Why'd You Only Call Me When You're High?	95	Arctic Monkeys	3vMXFBOqP3hgJQVpx5Gbo6	161123	False	1	0.698	0.638	2	-6.485	1	0.0354	0.0441	2.68e-05	0.782	0.0837	91.973	4
Young And Beautiful	Young And Beautiful	94	Lana Del Rey	5UzTtUZper0CphnqZYvsIu	236053	False	13	0.319	0.426	11	-8.929	0	0.0382	0.245	8.23e-06	0.159	0.108	114.553	4
Resolution	Resolution	93	Matt Corby	4ls9aeJC8Nz5M18p4XN3WD	256389	False	4	0.521	0.574	7	-8.301	1	0.039	0.0474	0.00161	0.152	0.11	126.865	4
Is This How You Feel?	Is This How You Feel?	92	The Preatures	6NJD4hVfY023NNkImSAHOb	215986	False	4	0.546	0.783	9	-6.955	1	0.116	0.000307	0.061	0.594	0.053	184.875	4
Strong	If You Wait (Deluxe)	91	London Grammar	2v1aJMvSWa5KLawWPDU6Pv	274806	False	51	0.581	0.418	10	-10.414	1	0.0316	0.729	2.46e-05	0.242	0.0772	75.99	4
The Wire	The Wire	90	HAIM	3BEUicXtULOfI4EXN2T2UF	245786	False	3	0.545	0.617	2	-5.573	1	0.167	0.0127	4.34e-06	0.565	0.0817	113.666	4
Tennis Court	Tennis Court	89	Lorde	2v38YLdDpheg1gOX94DcBs	198907	True	7	0.758	0.546	0	-8.597	1	0.0635	0.0156	0.000194	0.404	0.237	90.019	4
Retrograde	Retrograde	88	James Blake	6ZEaDwf50SdJzHcVSQx0vL	223264	False	6	0.477	0.255	7	-11.223	0	0.0349	0.872	0.0754	0.179	0.141	77.513	4
Covered in Chrome	Hungry Ghost	87	Violent Soho	0dnS4Q4eLsxb8y2PKg32Ac	212546	True	50	0.564	0.753	5	-5.223	1	0.0433	0.00512	2.43e-06	0.414	0.167	152.064	4
Team	Team	86	Lorde	4SGPZVMQoFWSh2yvbThK2o	193058	False	1	0.68	0.584	6	-7.44	1	0.127	0.17	0	0.396	0.25	100.025	4
Reflektor	Reflektor	85	Arcade Fire	0UjGKszZwvDrxl0WlAU7Wc	453648	False	2	0.592	0.712	11	-8.675	0	0.0315	0.041	0.0132	0.675	0.346	111.624	4
Lose Yourself to Dance	Random Access Memories	84	Daft Punk, Pharrell Williams	5CMjjywI0eZMixPeqNd75R	353893	False	70	0.832	0.659	10	-7.828	0	0.057	0.0839	0.00114	0.674	0.0753	100.163	4
Arabella	AM	83	Arctic Monkeys	4FSm0Ca6Hzd7Vx7TpSfcSy	207356	False	51	0.579	0.577	2	-6.96	1	0.0866	0.0198	1.92e-06	0.453	0.226	180.045	4
Given The Chance	Given The Chance	82	The Kite String Tangle	4vZEMpNTGu9geEUfR4S5wi	233780	False	1	0.556	0.608	6	-8.759	0	0.0384	0.26	0.00838	0.311	0.185	98.955	4
Black Skinhead	Yeezus	81	Kanye West	1ce3DvvGQn6hY2LMGMLCr5	188013	True	14	0.578	0.825	1	-6.107	1	0.322	0.000986	0	0.283	0.176	130.089	4
Take Me	Atlas	80	RÜFÜS DU SOL	0t5gvCYBnURaGA4YWzEgQ5	242000	False	30	0.719	0.78	0	-7.345	1	0.0465	0.167	0.044	0.461	0.104	124.04	4
Lanterns - Single Version	Lanterns	79	Birds Of Tokyo	5T7uKM64Yq3wG8wQyXQAtq	236239	False	34	0.409	0.688	0	-6.862	1	0.0414	0.231	0.0257	0.3	0.174	167.986	4
When A Fire Starts To Burn	Settle (Deluxe Version)	78	Disclosure	6eNQBntWe7hh6N0h62tRcg	283705	False	6	0.621	0.746	7	-6.966	1	0.22	0.0094	0.000764	0.676	0.234	123.921	4
Waiting All Night (feat. Ella Eyre)	Waiting All Night	77	Rudimental, Ella Eyre	666elemQTQGi8xbjAAdIgB	292586	False	50	0.544	0.728	6	-5.358	0	0.05	0.00264	0.00959	0.281	0.427	174.983	4
Your Body Is a Weapon	Your Body Is A Weapon	76	The Wombats	1TPJHyNSMsZiljGnyYscXw	239672	False	34	0.516	0.919	0	-4.89	1	0.0504	0.00081	0	0.405	0.163	104.874	4
Step	Modern Vampires of the City	75	Vampire Weekend	78J9MBkAoqfvyeEpQKJDzD	251626	False	66	0.624	0.724	10	-7.113	1	0.101	0.591	7.79e-06	0.624	0.101	78.008	4
Falling	Falling	74	HAIM	1PchfarnjfYIwLhMtzyoa6	258746	False	2	0.756	0.928	2	-4.773	1	0.0722	0.084	1.61e-05	0.33	0.0838	111.992	4
Recover	Recover	73	CHVRCHES	0d0mZeHwuLNmfLx6b8v9Av	225680	False	0	0.272	0.665	4	-4.453	0	0.0533	0.00684	0	0.171	0.332	84.596	4
My Number	My Number	72	Foals	2oVT3Cd82mkheEFR89huig	238853	False	26	0.639	0.716	6	-8.954	0	0.0391	0.0241	0.000571	0.808	0.619	128.071	4
Alive	Alive	71	Empire of the Sun	0UB1ORB5L02Yb4PtXgLDj1	204591	False	4	0.522	0.885	5	-3.086	1	0.0362	0.103	1.25e-06	0.432	0.0685	119.952	4
Diane Young	Diane Young	70	Vampire Weekend	4YsW2tc2y81nN4fDXMU9NB	160066	False	33	0.419	0.803	11	-5.498	1	0.246	0.032	3.7e-05	0.764	0.206	86.958	4
Smiles Don't Lie	Smiles Don't Lie	69	Thundamentals	6RvfGyK6YunpXdeST3e5Cp	244626	True	0	0.779	0.535	6	-5.918	1	0.0672	0.318	0.0199	0.452	0.13	104.009	4
Ways To Go	Ways To Go	68	Grouplove	7Ik1qCkU5NIeBNFzoehjix	215947	False	40	0.595	0.836	7	-6.393	1	0.0382	0.00265	0.000319	0.172	0.223	101.008	4
Desert Night	Atlas	67	RÜFÜS DU SOL	0fA3ruzS6m00zcUJ5wA95Z	325000	False	33	0.547	0.455	9	-10.457	0	0.0807	0.0546	0.824	0.298	0.101	123.952	4
Hey Now	If You Wait (Deluxe)	66	London Grammar	5SAx8D5am4Beq16AsSPyb4	200868	False	46	0.65	0.291	5	-11.867	1	0.0342	0.447	0.115	0.0396	0.0932	120.031	4
Ratchet	Ratchet	65	Bloc Party	4WY9kWT3v8t4s4Vz31XgL9	198026	True	0	0.738	0.727	0	-5.629	1	0.176	0.00779	0	0.857	0.0736	138.011	4
Gun	Gun	64	CHVRCHES	65LOuXSXeVOP00SSsJXCZr	231826	False	22	0.66	0.791	5	-7.016	1	0.0416	0.00527	0.000103	0.429	0.269	119.981	4
