Name	Album	Rank	Artist	Track_id	Duration	Explicit	Popularity	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Valence	Liveness	Tempo	Time_Signature
Wonderwall	(What's The Story) Morning Glory	100	Oasis	5bj4hb0QYTs44PDiwbI5CS	258906	False	3	0.413	0.85	2	-5.593	1	0.0362	0.00228	0	0.481	0.124	174.423	4
Gangsta's Paradise (feat. L.V.)	Gangsta's Paradise (US Release)	98	Coolio, L.V.	3u9fHuAtjMY1RW2mZfO4Cf	241933	False	20	0.641	0.63	8	-6.393	1	0.0521	0.0372	0	0.415	0.4	79.955	4
Kitty	The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition	97	The Presidents Of The United States Of America	4WamMWxFi6ts3xkIhivF5c	203133	False	48	0.498	0.801	1	-5.919	1	0.254	0.0799	0	0.55	0.051	92.126	4
It's Oh so Quiet	Post	96	Björk	0OMNQyneWmmZtTQpULYJcl	217733	False	48	0.474	0.136	3	-14.114	1	0.0595	0.631	0	0.2	0.0717	124.412	3
Heroin Girl	Sparkle And Fade	95	Everclear	3y6aldPuiRmCzamj6pivBM	143400	False	42	0.363	0.984	2	-4.71	1	0.107	0.00771	4.49e-05	0.346	0.0793	149.819	4
Apartment	Wisenheimer	94	Custard	2WheuVAKcZsQOZREbYtMvm	143560	False	37	0.454	0.93	0	-5.986	1	0.0472	8.65e-05	0.054	0.932	0.0843	169.648	4
Where The Wild Roses Grow (feat. Kylie Minogue) [2011 - Remaster]	Murder Ballads (2011 - Remaster)	93	Nick Cave & The Bad Seeds	4a0AmaGhB42c2QqPyDS5Yo	237080	False	2	0.336	0.47	7	-10.541	0	0.0319	0.378	0.00332	0.163	0.0953	154.649	3
Lump	The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition	90	The Presidents Of The United States Of America	2JdzB67NvIa90K4gEZPLeX	134200	False	67	0.499	0.873	6	-3.902	1	0.0386	0.00468	0	0.864	0.165	142.726	4
Morning Glory	(What's The Story) Morning Glory	88	Oasis	1JbZfGJvTwB8gL2lvNwy74	303533	False	5	0.331	0.985	2	-1.622	0	0.0909	0.0109	0.000301	0.142	0.489	137.011	4
Last Goodbye	Grace	87	Jeff Buckley	3vqz1pl7saLNHeVfQkme9O	275493	False	7	0.535	0.845	2	-5.712	1	0.0409	0.0239	0.000659	0.501	0.295	87.016	4
Vow	Garbage	86	Garbage	2vxJFuIQ2ndezE0o5JKudD	270133	False	0	0.499	0.865	0	-8.06	1	0.0406	0.000612	0.000644	0.422	0.608	126.341	4
Rock 'N' Roll Is Where I Hide	The Soft 'N' Sexy Sound	85	Dave Graney & The Coral Snakes	4DagGvTxTMtd8ZQfR7iF8H	350773	False	24	0.397	0.581	2	-9.144	1	0.068	0.174	0.000864	0.615	0.0702	163.691	4
Blubber Boy - Riding the Wave of Fashion Mix	Tu-Plang	84	Regurgitator	1QbLZSaE5B9r4wApgFewO1	138213	True	26	0.387	0.958	9	-7.034	1	0.167	0.00493	0.545	0.599	0.949	157.586	3
I Kissed a Girl	Jill Sobule	83	Jill Sobule	2wbOO38fVqZj0Hz2nRe0Dz	193773	False	30	0.639	0.58	7	-9.402	1	0.0285	0.077	1.09e-05	0.663	0.313	90.732	4
I Got A Girl	I Am An Elastic Firecracker	82	Tripping Daisy	5fxfwjQ1OmbnkOlg39HsSO	245706	False	42	0.609	0.837	7	-8.477	1	0.0452	0.00798	0	0.683	0.126	134.611	4
My Friends	One Hot Minute (Deluxe Version)	81	Red Hot Chili Peppers	6HksxcBzMVdT17aq1Q79Xe	248640	False	59	0.439	0.709	0	-3.545	1	0.026	0.00565	0.00152	0.319	0.131	81.331	4
Queer	Garbage	80	Garbage	68mlEZV04LSlWryH3smmkW	276826	False	0	0.552	0.585	5	-9.235	0	0.0299	0.0292	0.00106	0.447	0.241	95.041	4
Lightning Crashes	Throwing Copper	79	Live	5vVmnv4EN3X2VBa5Fo3UFM	324500	False	58	0.391	0.427	11	-9.271	1	0.0438	0.263	8.62e-06	0.45	0.174	93.192	4
Miss Sarajevo	Original Soundtracks 1	78	Passengers, Luciano Pavarotti	2C3RaGRcUWBlgKoLzQvRDS	340466	False	2	0.217	0.451	4	-10.432	1	0.0293	0.157	0.804	0.161	0.339	99.821	4
Purple Sneakers	Hi Fi Way	77	You Am I	5bylaCp22328sFwlzLNC0n	210706	False	41	0.404	0.767	4	-7.722	1	0.0541	0.00733	0.000892	0.275	0.142	139.545	4
